Date Created,Tweet
2022-09-13 12:31:17+00:00,"@maulanagunawann Inco di 6750, bbri di 4620😂"
2022-09-09 09:29:43+00:00,"Akhir pekan $BBCA &amp; $BBRI ditutup cerah....sejuk rasanya weekend ini ❤️❤️❤️

@ajaib_investasi https://t.co/QRPRSH10Cs"
2022-09-08 08:57:28+00:00,"$BBRI Bullish 🔥🔥🔥💪💪💪

@ajaib_investasi https://t.co/6A9h80TFCF"
2022-09-05 09:41:20+00:00,"Berkat keberhasilan tersebut, BBRI sempat menyabet beberapa penghargaan di Digital Technology (DIGITECH) Awards 2022.
#HPNBRI2022
#ROBRIBANDUNG 
#HariPelangganNasional2022 
#BRIllian
#BRImo"
2022-09-05 08:51:54+00:00,"Tetap optimis cuannya $BBRI 🔥🔥🔥💪💪💪

@ajaib_investasi https://t.co/ZQILlMKAyM"
2022-08-28 03:07:34+00:00,"Mudah ini jawabnya, jadi wakil komisaris utama BBRI gaji-tunjangan + tantiem segituan lah.

Belum kalau dihitung komisaris BBNI 2017-2020. Gak usah aneh-aneh udah segitu kok. https://t.co/s5BhcUCfn7"
2022-08-10 01:50:49+00:00,Nahan diri ga beli saham dulu. Tapi tiap hari liatin harga BBCA sama BBRI dengan mata nanar.
2022-08-08 23:44:09+00:00,"Kondangan rabi, mempelai tnp pacaran cmn taaruf melalui ustadz. Akhirnya menikah, muanisss..tp mahar e sjumlah lembar saham BBRI, segera menghalalkanny sih dpt tapii...hm...lembaga nganu ya hm..."
2022-07-28 08:45:42+00:00,"#NggaKalengKaleng 
BBRI to the moon https://t.co/TLix45Fds9"
2022-07-27 14:51:57+00:00,MCOL BJBR BBRI BNGA
2022-07-13 08:53:13+00:00,"Hehhe..merahin aja smuanya
Bbca bris bbri antm
Habis dah
🥺😅"
2022-07-04 07:34:45+00:00,#BBRI sama #BBCA mantep bgt nih buat dicicil kalo sampe minggu ini masih diskon.
2022-07-04 03:42:27+00:00,"anjir.. kaget lihat $BBRI, untung uda TP dikit kemarin2. akwokwokwok.."
2022-07-04 03:32:25+00:00,"Pagi guys, jangan lupa serok $BTC sama $BBRI https://t.co/hf0VrVEDhh"
2022-06-21 11:51:36+00:00,"Sering ditanya bro kenapa sih gak beli mobil sport, jawaban saya cuma simpel"" saya gak punya barang mewah, saya cuma punya Ribuan Batu LOT BBCA,BBRI,ARTO,ASII,MYOR,SDMU,ANTM,UNVR,GOTO,ADRO,BMSR,FPNI,DNAR,WIRG🙄🤭"
2022-06-14 11:34:40+00:00,@IDX_BEI Ya mending 100milyar di kasih sekali lalu di belikan BBCA BBRI Hexa BMRI TOWR Dmas... Unvr ULTJ Sido  hidup dari deviden nikmat kayanya... dan kembali kerutinitas kerjaan...
2022-05-31 09:00:31+00:00,"$BBRI Bullish full gaspol 💪💪💪😎😎😎

@ajaib_investasi https://t.co/NlsUFE1esj"
2022-05-22 14:34:56+00:00,"BBCA,BBRI,ANTM,ADRO,UNVR tidak perlu disokong pun sudah pasti naik menuju All Time High nya✍✍✍"
2022-05-20 07:56:49+00:00,@ShopeePay_ID Punya 2M ya beli saham BBCA BBRI BMRI biar dari hasil devidennya bisa bayar checkout
2022-05-17 14:58:21+00:00,"Yg pasti2 aja dah
Bbri
😁"
2022-05-10 13:21:03+00:00,"@Trenggalektulus Tambah terus bbri, mumpung 2 hari ini lg turun, bisa tambah muatan"
2022-05-09 23:10:56+00:00,"Ketika hampir semua emiten pada kebakaran, even BBCA BBRI udh nyentuh ARBnya, tp UNVR yg hijau subur sendiri😂🤣"
2022-05-01 16:49:42+00:00,@RhenitaH akhirnya bisa ngerasain opor lagi stlah bbri dekade ni
2022-04-28 09:28:38+00:00,"Tetap kinclong $ANTM, $BBRI, $SMMT &amp; $MPPA 💪💪💪😎😎😎

@ajaib_investasi https://t.co/nytXWxgdES"
2022-04-26 05:24:58+00:00,@triwul82 Yukk bisa goceng yuukkk bisaaa BBRI https://t.co/CWrSoQhLUZ
2022-04-26 05:24:10+00:00,@triwul82 Josshhh BBRI https://t.co/w1uZ6IvexW
2022-04-26 05:23:19+00:00,@triwul82 Luar biasaaaa BBRI https://t.co/QU9nbYjv90
2022-04-25 04:47:27+00:00,"Tetap kinclong $BBRI, $EMTK &amp; $SMMT ditengah IHSG yang merah merona 💪💪💪😎😎😎

@ajaib_investasi https://t.co/9QdvRwPosK"
2022-04-20 10:05:42+00:00,"$BBRI full gaspoll

@ajaib_investasi https://t.co/8NZLcMikYb"
2022-04-19 10:28:13+00:00,"$BBRI tetap optimis guys 💪💪💪😎😎😎

@ajaib_investasi https://t.co/7ZInZrr8eG"
2022-04-13 05:40:24+00:00,"Selalu optimis $$BBRI 💪💪💪😎😎😎

@ajaib_investasi https://t.co/M8hzJ7I9Ge"
2022-04-12 10:44:28+00:00,"Selalu optimis $BBRI

@ajaib_investasi https://t.co/k8yOOKq4YU"
2022-04-07 12:09:37+00:00,"Cuan selalu $BBRI

@ajaib_investasi @TradingDiary2 https://t.co/m2fylAPr9E"
2022-04-01 16:20:03+00:00,Hmm menarik. Terima kasih BBRI https://t.co/uiPLeV1xVt
2022-04-01 09:00:14+00:00,Tetap gaspoll $BBRI &amp; $EMTK 💋💋 https://t.co/OsAfc2vnj7
2022-04-01 04:42:00+00:00,"Hari ini dividen BBRI, tgl 6 dividen BMRI
Lumayan buat beli takjil 😅"
2022-03-30 08:51:44+00:00,"Optimis selalu $BBRI &amp; $EMTK 💪💪💪

@ajaib_investasi @TradingDiary2 https://t.co/i42JXDgWI7"
2022-03-28 09:10:12+00:00,"Always cuan everyday $BBRI, $MPPA, $AMRT &amp; $GZCO ❤❤❤

@ajaib_investasi @TradingDiary2 https://t.co/x0TzT1hl7M"
2022-03-24 05:39:12+00:00,"$BBRI &amp; $IATA tetap cuan siang ini ❤❤❤

@ajaib_investasi @TradingDiary2 https://t.co/TCgp1w7yEd"
2022-03-23 09:14:15+00:00,"Bersyukur $BBRI tetap profit ❤❤

@ajaib_investasi @TradingDiary2 https://t.co/GrdrPH1r0Y"
2022-03-22 09:57:52+00:00,"Hari ini terasa sejuk liat $AMRT, $BBRI, $BIKE &amp; $EMTK menghijau semua....❤❤❤

@ajaib_investasi @TradingDiary2 https://t.co/ffMuCnbqVx"
2022-03-22 05:36:19+00:00,"$BBRI full gaspoll 💪💪💪😎😎😎

@ajaib_investasi @TradingDiary2 https://t.co/Irn9YpWYNU"
2022-03-21 14:08:28+00:00,@stftmahaz BBRI tuh bagus
2022-03-21 10:35:29+00:00,"Optimis selalu $BBRI

@ajaib_investasi @TradingDiary2 https://t.co/7xNyVrDyY2"
2022-03-21 05:36:16+00:00,"Bersyukur, $BBRI masih optimis.

@ajaib_investasi @TradingDiary2 https://t.co/qGvOBS7oYQ"
2022-03-17 05:24:32+00:00,"Always topcer $BBRI, $GZCO, $MPPA &amp; $SMMT ❤❤

@ajaib_investasi @TradingDiary2 https://t.co/WrbOFcF9cF"
2022-03-16 10:33:39+00:00,"Selalu optimis $BBRI pasti cuan everyday ❤❤

@ajaib_investasi @TradingDiary2 https://t.co/uHSI1KvrPF"
2022-03-16 05:01:26+00:00,"Gaspol $BBRI always cuan 💪💪❤❤

@ajaib_investasi @TradingDiary2 https://t.co/hU3YoKTgi6"
2022-03-15 09:10:38+00:00,"Tetap optimis $BBRI always profit, Amin. 😎😎😎💪💪💪

@ajaib_investasi @TradingDiary2 https://t.co/T1FldT2WzI"
2022-03-10 09:46:27+00:00,"Yang di idam-idamkan akhirnya kesampean juga punya $BBRI 🙏🙏™

@ajaib_investasi @TradingDiary2 https://t.co/oOOMmNx2Pg"
2022-03-07 23:36:59+00:00,BBRI dividen yieldnya 4%++ BMRI berapa yaa
2022-03-07 14:03:11+00:00,Ah tau gitu gua beli 100 lot tadi BBRI wkkwwk cuma 50 doank
2022-03-04 07:20:37+00:00,@fajrian_ma @ezash Punya 10000 lot bbri
2022-03-04 06:43:06+00:00,@Herlin_673YP @triwul82 BBRI = Bank Bank Republik Indonesia ..... Goblok Permanen ..... 😛😛😝
2022-03-04 06:38:26+00:00,@triwul82 BRI itu = Bank Rakyat Indonesia ..... Tapi Kenapa jadi BBRI ......??? Itu artinya BANK BANK RAKYAT INDONESIA ..... Goblok Abis .....😛😛😛
2022-03-02 03:11:10+00:00,"Tebar deviden Rp26,4 triliun jadi bukti kesuksesan kinerja Bank Rakyat Indonesia (BBRI) dalam menjalankan bisnis ulta mikro di tengah pandemi Covid-19.. https://t.co/gTJrjBTTad #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/3EofYwmY16"
2022-03-01 03:44:47+00:00,"In Pandemic we seroook, in fundamental we trust … bbri bersama membangun umkm wkwkkw"
2022-03-01 02:19:55+00:00,Ini ada apaaaa gerangan BBRI 7% nakutin amat https://t.co/d10at9dMGb
2022-03-01 02:09:50+00:00,BBRI gilaaaa open Market tembus 4800 anjirrr
2022-02-28 15:18:29+00:00,"@gakkkolehsambat @BNI tak balik skrg, mas kerja di bri masak ga beli bbri WKWKWK"
2022-02-25 07:57:52+00:00,$BBCA $BBRI nice closing😅
2022-02-23 00:23:37+00:00,"Semoga dengan semakin berbenah layanan di cs dan layanan digital, bbri juga semakin melesat juga. Amin.

Eh gitu ga sih mainnya? 

Yuk lah nabung di BRI!"
2022-02-21 07:43:10+00:00,"Tahan banting! Saham BBRI diprediksi punya potensi pertumbuhan yang meyakinkan dalam jangka Panjang, harga saham bisa sentuh level 5.000 - 5.250... https://t.co/MIfhWarWvI #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/r5ESGZlAYD"
2022-02-20 06:30:32+00:00,Yaudahlah kalau ngga jadi pulkam gua nyelup dulu di BBRI sampek akhir april wkwwkwk
2022-02-18 03:51:02+00:00,"@juliani__windi @TalkaboutBUMN BBRI masuk metaverse...
Sistemnya aja sering offline -,-"
2022-02-09 15:51:51+00:00,"@aravyu @agannyi It's my dream punya BBRI 100 lot, BBCA 100 lot, not her."
2022-02-08 02:16:56+00:00,lagi cuan nih bbri
2022-02-07 15:55:03+00:00,"Wow, ihsg ternyata all time high
Bbri sangat mendongkrak"
2022-02-07 12:43:50+00:00,Closingan BBRI 4% bujet
2022-02-07 08:28:41+00:00,"Edan asing ga pake nawar hajar kanan pake duit 1,2 triliun di bbri!"
2022-02-07 03:59:03+00:00,BBRI aing bedebest
2022-01-24 09:56:30+00:00,Trlanjur beli BMRI trnyata BBRI yang ngluarin corporate action wkwkkwkwkwkwlwl https://t.co/YnZ1rqD6Ep
2022-01-03 07:44:47+00:00,@TradingDiary2 Ikutan BBRI &amp; TLKM nya pak T 😁
2021-12-30 03:53:14+00:00,"Aku BBRI 1 LOT PUN GA ADA YANG BELIIN!! 

🤣🤣🤣 https://t.co/HUPZlGjfiT"
2021-12-11 02:54:36+00:00,Check out my #BBRI analysis on @TradingView: https://t.co/M6TVqtNUFS
2021-12-08 07:50:23+00:00,"@indopremier BBRI, TLKM, BBNI ✨"
2021-11-17 07:16:17+00:00,@desmondwira Bbri kak @desmondwira
2021-11-10 05:32:42+00:00,@ichigotalks Sya belum ngecek bang... bbca.. cuman yang lg seksi bbri
2021-10-22 02:41:39+00:00,"Tembus Rp 639 T, Market Cap BBRI Tertinggi Sepanjang Sejarah. Apresiasi Keberhasilan Jokowi
https://t.co/7TU9jGPaB0"
2021-10-19 05:38:38+00:00,"Lumayan lah dari kemaren nyerokin bbri sama asii di harga diskon mulai balik ke harga normal, buat liburan ke jogja november nanti wkwkwkw"
2021-10-18 05:47:39+00:00,"Bbri gilak bener🤣🤣
Gak mau turun lagi ke 3600an gitu ?"
2021-10-12 05:04:30+00:00,"Kira” terbaca dong gerakan bandarnya 🤔. Apa perlu dijelaskan dlm LIVE youtube? Salam #TradingTenangSenang 

#saham #BBRI #inflow #capitalinflow #foreignflow @ FX Gold Coffee https://t.co/9SZCE1Z6oQ"
2021-10-06 04:12:05+00:00,Akhirnya bbri.. https://t.co/h633udNOy7
2021-10-04 04:58:04+00:00,"@al_fianna ATH BBRI 4,9K. Tapi dg Aksi Rights  Issue yg Gede banget. Saya masih yakin bisa ke 4,4 Januari nanti. Sialnya kalo ndak kesampean 4,4 dg BAVG 3,720 amanlah. https://t.co/rR7Mu3FQUZ"
2021-09-30 07:54:07+00:00,"@lagicariistri @bobacho0t BBCA, BBRI, PTBA adalah jalan ninja ku 👍"
2021-09-30 04:55:30+00:00,"@yeajisgood Alhamdulillah wkwkwkwk , tinggal bbri sama power ini anjir bngt power nyangkut 700 skrng di 600 kan suee😑"
2021-09-29 08:25:27+00:00,"Jumlah Hak Memesan Efek Terlebih Dahulu (HMETD) BBRI sudah terserap 28,2 miliar saham senilai Rp96 triliun, Direktur BEI, Inarno Djajadi angkat bicara.. https://t.co/NYuZXhM9Td #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/JQRtneu6li"
2021-09-29 03:14:56+00:00,"Aksi BBRI mendapat respon dari investor pasar modal secara luar biasa, berikut ulasannya... https://t.co/VCzwPx7cvL #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/62BVV7PRAR"
2021-09-27 16:27:22+00:00,Bbri menipu orang2 yg katanya breakout eh malah ngeswing doang
2021-09-27 07:40:23+00:00,Ternyata jodoh gaes sm bbri 🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️
2021-09-27 07:13:54+00:00,"Kalau ga ke ambil juga, ga jodoh sm bbri 🥲🥲🥲"
2021-09-26 01:58:25+00:00,"Pertama lihat orang nikah maharnya 25.000 lembar saham BBRI, setelah dikenehin lagi, itu sama aja 250 lot. Ya tetep banyak sih😂😀"
2021-09-25 11:29:31+00:00,Udah lama banget ga di buka udah lama juga megang bbri megang wskt sama megang indf pas di buka untung semua gimana nih @yudhakhel 😂
2021-09-24 17:50:26+00:00,"@Adityataufiks Bbri masih zona bearish huu, bisa ngepump ga ya kayak harum energy"
2021-09-24 03:09:31+00:00,"Sempet diprank sama BBRI. Tapi sekarang melambung jauh. 
Ga salah mengandalkan BBRI."
2021-09-24 01:48:05+00:00,"@nadiamulyanti Unvr, bbri, tlkm, wsbp, baca, asii, sucorinvest, syailendra balanced fund, sm jarvis balanced fund wkwk"
2021-09-24 00:11:18+00:00,"@rifkyology Nah ini kelewatan mau post kemaren. Utk growth FBI tertinggi urutannya :
1. BBNI 27,3%
2. BBRI 18,9%
3. BMRI 11,6%
4. BBCA -5,7%"
2021-09-23 14:18:10+00:00,"Loan to Deposit Ratio (% posisi bkn growth)
1. BBCA 65,2%
2. BBRI 84,5%
3. BMRI 86%
4. BBNI 87,8%

Angka LDR cenderung masih pd aman &lt;90%, tp wey itu BBCA RM Lendingnya pd kagak kerja apa gimane, duit pd numpuk kaga disalurin."
2021-09-23 14:18:09+00:00,"NPL :
1. BMRI -0,2%
2. BBCA 0,3%
3. BBRI 0,3%
4. BBNI 0,9%

BMRI jd yg paling sukses menekan angka kredit bermasalah sepanjang Juni 20 s.d Juni 21."
2021-09-23 14:18:09+00:00,"Net Profit :
1. BBRI 27,7%
2. BMRI 17,1%
3. BBNI 16,2%
4. BBCA 14,5%

Dan BBRI jd bank dgn kenaikan profit paling kenceng yg disumbangkan oleh NII yg naik sangat signifikan (35,9%)"
2021-09-23 14:18:08+00:00,"DPK :
1. BBCA 17,4%
2. BMRI 8,4%
3. BBRI 6,5%
4. BBNI 4,5%

Yak ini nih yg bikin aset BBCA melejit, sudah pasti dari taun ketaun memang mrk juaranya soal DPK yg melimpah ruah."
2021-09-23 14:18:07+00:00,"Loan :
1. BMRI 6,7%
2. BBRI 5%
3. BBNI 4,5%
4. BBCA -0,4%

Ternyata bkn dr penyaluran kredit yg bikin aset BBCA naik. Malah justru drop hingga minus loan mrk. Bmri yg paling agresif ekspansi kredit gaes."
2021-09-23 14:18:06+00:00,"Total Asset :
1. BBCA 15,9%
2. BBRI 7,8%
3. BMRI 5,9%
4. BBNI 4,8%

Selama setaun terakhir BBCA paling juara soal kenaikan asetnya gaes, tp komponen aset apa yg naik tinggi? Oke lanjut."
2021-09-22 08:23:15+00:00,"Ada yg biru hari ini...bbri
😅"
2021-09-21 06:39:42+00:00,"Sektor transportasi dan properti menguat, saham BBRI, ASII, BBCA, BMRI, TBIG dilepas asing.. https://t.co/jJ2zNQFUWV #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/BGQliEZmTh"
2021-09-20 03:05:43+00:00,BBRI KOK NGERI NEMEN!
2021-09-17 05:39:39+00:00,"Setelah baca baca tentang right issue BBRI, langsung mo jual ELSA+BMRI buat tambah-tambah balance 🤣"
2021-09-15 06:49:48+00:00,"Menurut TA ku ki, BBRI bisa naik di 37xx karena jenuh jual, buat swing/trade paling enak juga. Tadi 3620 sekarang udah 3650/60
Untung beli 1 lot di 3630 biar cuan dikit.
Mau beli full margin deg deg ser euy :)

NB : Beli dikit naik. Beli banyak turun. Sering terjadi di market."
2021-09-14 14:49:12+00:00,Siaga 1 BBRI
2021-09-14 02:47:18+00:00,"@Saham_fess belum ditebus, ditebus kalo udah masuk ke BBRI bukan BBRI-R"
2021-09-13 04:24:21+00:00,"@indopremier @Rzkdlt @muhamedyuda Halo kak terima kasih respondnya, saya sudah klik buy utk right/ exercise di apps ipot hp, tapi emang blum otomatis masuk ya ? Cobtoh bbri- R ?"
2021-09-10 06:46:00+00:00,Bbri dan kaef.. ga tau bs keluar kapan 🌝
2021-09-08 01:52:47+00:00,@indopremier @KokoGiovanni Jadi kita belum bisa melihat ya berapa biaya untuk menebus right issue bbri di portofolio kita?
2021-09-08 01:46:19+00:00,@indopremier @KokoGiovanni BBRI MIN
2021-09-07 11:44:48+00:00,"@awickdwipayana @mochaischak Badah lengeh ci, masi pegang bbri?"
2021-09-06 14:12:07+00:00,"BBRI dgn retail dan mikronya, BMRI dgn commercial / korporat banking, BBTN fokus ke consumer (perumahan), dan BBNI yg diminta utk fokus di International Transaction Banking. Ini hanya sebatas fokus utama tp tdk menghilangkan lini bisnis yg udah ada sebelumnya."
2021-09-06 09:11:04+00:00,"Menarik liat RI $BBRI besok, mau dibawa kemana 😂"
2021-09-02 06:05:48+00:00,@indopremier Mulai tgl 13 september ya min kita bisa nebus right issue bbri nya?
2021-09-02 05:01:48+00:00,@indopremier Min saya cek kok belum ada harga tebus right issue bbri nya ya di akun saya?
2021-09-02 03:03:27+00:00,"Yuk kita obrolin prospek dari BBRI dan Right Issue nya yang super jumbo hari MINGGU 5 September bareng KE

https://t.co/1wOpoKhGiV https://t.co/TjLgREJJmN"
2021-09-01 23:25:15+00:00,"Lagi musim Right Issue
Ada BBRI, BABP, WSKT

Nah kalau mau exercise right kamu bisa langsung pakai menu ini ya di @MNCSekuritas 

Pastikan dananya ada pas periode tebus https://t.co/bAkB6OQxMw"
2021-08-31 13:51:02+00:00,Tepat sekali waktunya bbri RI 👍🏾
2021-08-20 05:21:34+00:00,"@djitoh @kevinzulfiqar @eDzulfikar aku tahunya bapak investor bris, bbca, intp sama bbri 👀"
2021-08-18 15:10:35+00:00,"Movers of the day: BBCA, TLKM, BBRI! Nice and Thank You! (again) 👊🇮🇩🙏😇👍"
2021-08-18 04:14:55+00:00,@TradingDiary2 $BBRI $BBCA bangkit juga 🔥
2021-08-17 15:39:35+00:00,belum berangkat godaan dah gede banget. wkwk inget inget menuju 100lot bbri 🙋‍♀️
2021-08-13 07:14:49+00:00,@Bali_Football BBRI itu pernah lihat di BEI
2021-08-13 06:21:32+00:00,"@p00rqueen Dia yg bantu semua prosesnya tapi pswd default nya tetep masuk ke email kita, gw rasa aman sih
Jgn lupa beli BBRI kalo udah bisa ye, bantuin nyangkut 😭"
2021-08-05 16:56:26+00:00,langsung ARA besok BBRI https://t.co/HH5sOfqupY
2021-08-05 04:15:26+00:00,"Di carry sama BBRI dan BRIS hari ini, mantulll"
2021-07-31 03:20:16+00:00,"Jadi kemarin ada viral duit di BRI lenyap, ternyata yg pakai ..
Ahsudahlah.. 

Nabung di bri sih so far aman banget ya. Beli bbri pun masih tergolong aman.

Tarik duit di atm bri, lupa bawa atm bri, selama ada hape dan aplikasi brimo tetep bisa kok. https://t.co/zWNZpjBom3"
2021-07-29 13:49:06+00:00,@omanul @njanjani BBRI memang mantul
2021-07-29 06:29:59+00:00,"Seluruh sektor menguat kecuali sektor aneka industri. Saham yang paling banyak dibeli oleh investor asing yaitu TLKM, BABP, BBRI,INCO, UNVR... https://t.co/q9Riurqguk #YukNabungETF #IPOTKaryaAnakBangsa #BanggaPakeIPOT #IPOTPionner https://t.co/7mcdlub5rN"
2021-07-28 11:44:22+00:00,BBRI sabi banget juga ternyata tadi siang :/
2021-07-22 15:28:55+00:00,"@andi_chairil @_haye_ @fajarnugros @CakBambangelf @dayatia Profil Rektor UI Ari Kuncoro, dari Komisaris BNI (BBNI) ke BRI (BBRI) - https://t.co/yNALtcnMV5 - https://t.co/DYgjOASpJE"
2021-07-22 10:49:30+00:00,ceuk aing ge BBRI Ara. tuman kalah d tempo lain d beli
2021-07-22 06:21:05+00:00,Musim berburu BBRI... https://t.co/TormwlflIu
2021-07-16 16:03:39+00:00,"Saham-saham blue chip skrg
Pergerakannya sangat lambat
Untuk investasi jangka panjang
Gw akan lepas semua saham gw
Di BBCA BBRI BMRI UNVR TLKM

IPO BUKA tidak akan dibiarkan
Gagal oleh bandar karna akan
Berpengaruh ke IPO saham GoTo

Psikologi pasar saham!
#saham #investasi"
2021-07-14 02:07:37+00:00,5lot BBCA gpp kok asalkan ikut 10lot BUMI 10lot BBRI 10lot INCO😂
2021-07-14 02:06:03+00:00,"100Lot BBRI Maharmu
10Bumi Jajan Kita
1000 KBAG Untuk Anak Kita 😂 https://t.co/9xPvU7BeOF"
2021-07-13 13:27:35+00:00,Bbri turun gunung
2021-07-13 12:24:10+00:00,@dsntkss Alhamdulillah bbri minus 10% 😮‍💨
2021-07-08 15:51:15+00:00,all in BBRI astungkara primavera
2021-07-05 23:40:18+00:00,"@kuahcotoenak Alkisah beberapa taun lalu sempet ada wacana segmentasi bank2 bumn. BBRI mikro/retail banking, BMRI komersial/korporate banking, BBNI digital/lifestyle/consumer banking, dan BBTN perumahan.

Tapi ya akhirnya gak jd juga."
2021-07-03 03:31:48+00:00,"Hal terbodoh dalam hidup, mbayar e-comerce lewat briva ndak bisa² sampe dm cs BBRI dan baru nyadar ternyata saldo ne ga nyukup 😭 pantes wae ga iso"
2021-07-02 03:53:10+00:00,Go BBRI....! Go! 😍
2021-06-30 11:47:27+00:00,"Gapapalah ya mulai dri BBRI dulz, kalo udh kuat semoga bisa lumayan juga BBCAnya dan ikut RUPS juga hahaha 👍👍👍"
2021-06-30 11:43:55+00:00,"Aduh dipanggil buat RUPS nih sama BBRI, padahal baru kelar kmaren sama UNVR wkwkwkwk 😂😂😂 megang cuma berapa udh berasa kek yg punya perusahaan dah HAHAHA 👏👏👏 https://t.co/GdypQmRatV"
2021-06-24 14:53:29+00:00,"Prinsip baru yg sedang menggebu"" dikalau BBRI turun sesuai incaran tlkm naik diatas harga incaran, serok BBRI, bgitu juga sebalik e🤭semoga tercapai aamiin"
2021-06-24 09:36:24+00:00,"Masih kesel
Ketika mau beli multipolar dan ada suara yg menghentikan
Tau gak kadang pengetahuan akan kalah sama yg punya insting
I proofed it!!!
Now you followed me to buy and collect on smartfren and bbri
I started to hate you
😅😅😅"
2021-06-23 06:18:34+00:00,"Fren kece deh
Bbri pleaselah
🤣🤣🤣🤣"
2021-06-22 10:11:58+00:00,G13 muncul pas BBRI mulai ijo. Niat mau nyerok lagi jadi ragu 🙄
2021-06-20 13:44:23+00:00,"Lagi ujian mandiri, padahal ujian BBRI yang kembang kempis di otak gua"
2021-06-18 09:42:04+00:00,"Smartfren 🥇🏅
BBRI, ANTM ⬇️"
2021-06-16 11:19:21+00:00,"Hari ini terpaksa cabut dari BBRI. Wait and see, sambil pelan pelan masuk di ARTO"
2021-06-15 12:56:44+00:00,"BBRI turun hari ini
But
Sebelum terhempas
Jual dong 
Lumayanlah
☔☔☔"
2021-06-14 04:25:59+00:00,"Pelipur lara
BBRI
😅"
2021-06-10 16:52:11+00:00,@broalters Aku beli BBRI nyangkut 2% wkwkwk
2021-06-09 08:30:15+00:00,BBNI ro BBRI i taek cen
2021-06-08 13:41:01+00:00,"Apaan sih jingkrak2
Yg bener2 cuan cuma bbri or emang saham2 yg keren2 (itu juga nyungsep abis lebaran) 
Stelah sekian minggu
Yg lain cuan apaan, wong masih dibawah
Kadang2 boong aja nih upload fotonya ini itu cuan
Boong loh
🤥🤥🤥🤥🤥👀🤢"
2021-06-01 03:00:36+00:00,"Analisa goblok saham BBRI d tanggal 15 jan, beli d area merah, area profit d area hijau. Pertanyaannya jan smpai mei bisakah kau menunggu selama itu? Klo saham sebagai tmpt cari makan poso ne koyo ulo (nama akun analis, tanggal analis sdh ada) https://t.co/8gpW5WeLlO"
2021-05-31 16:03:44+00:00,@artidjo Wah Keburu buat beli BBRI 20 lot nih kayanya hahaha
2021-05-31 05:27:44+00:00,@kuahcotoenak Siapp sudah koleksi sih bbri beberapa lot tapi belum berani masuk ngeliat ihsg minggu lalu dibanting pas closingnya haha
2021-05-28 08:46:50+00:00,"@teguhidx BBRI, 3750
IPCC, 450
ASII, 5000"
2021-05-28 07:29:42+00:00,"2 hari ini jd mood swing karna BBRI, makasih loh"
2021-05-27 16:32:39+00:00,@TradingDiary2 Bbni bbri bgstttt
2021-05-27 12:52:58+00:00,Wkwkwk $BBRI dan $BBCA abis naik lalu terhempas. LQ45 udah kayak saham gorengan. https://t.co/kVAf1R0pBZ
2021-05-26 01:36:05+00:00,"BBRI klo bs tembus 4140, go fly 👍🏼"
2021-05-24 07:40:41+00:00,Bbri kuu 😘😘
2021-05-21 01:11:01+00:00,"Yg main saham boleh silahkan entry $BBRI. Insyaallah terbang hari ini. 
Disclaimer on ya. https://t.co/x98ykXzlfT"
2021-05-20 14:58:44+00:00,"Yawla cepet tgl 25, aku mau beli BBRI."
2021-05-20 13:08:20+00:00,"tiap investor memang punya msing2 plan,
Utk jangka panjang (kemungkinan 10 tahun) saya percayakan BBRI dan Shiba inu.., 
So far beli doge coin memang karena FOMO, target &gt; 1usd Cuttloss,"
2021-05-19 23:46:17+00:00,@tawakkaI BBRI tuh apa a
2021-05-18 11:11:16+00:00,"@soyabeencake Jangan $BUMI, mending $BBRI aja"
2021-05-18 10:58:54+00:00,Akhirnya ada secerca harapan dalam warna IHSG hari ini wkwk tp ttp aja BBCA blm kebeli hari ini bolehlah BBRI dulu yg lebih terjangkau dan merakyat wkwkwk 👏
2021-05-17 08:14:42+00:00,"@hhaekalf_ Gw niat invest om. Berarti mending ditahan ya. Nah misal ada duit sisa mau kita invest, mending ke saham td atau ke saham lain.
Misal lah saham tsb bbri. Gmn om😁"
2021-05-17 07:58:28+00:00,"Bismillaah, BBRI! Yok berkembang yok.. rutin yok.. semangatt"
2021-05-17 06:32:15+00:00,"$BBRI nyentuh support, harus ngapain"
2021-05-17 06:22:08+00:00,3 lot BBRI tiap bulan jadi warisanku untuk anak ku nanti 🥺🥺
2021-05-06 13:19:59+00:00,"bbri akhirnya ijo juga, gatau klo bsk tunggu aja🤣"
2021-05-05 06:53:53+00:00,Nyesel ga nyerok BBRI kemaren ~
2021-04-30 16:40:01+00:00,Serok bbri yukk
2021-04-30 12:00:15+00:00,Alhamdulillah THR dividen dari BBRI ❤️
