Date Created,Tweet
2021-01-28 10:41:07+00:00,@InvestorRitel Official baru BMRI...Yg lain spt nya ada yg indikasinya anjlok rada dalem.
2021-01-24 11:34:05+00:00,"@InvestorRitel BMRI 
PTBA
ICBP"
2021-01-22 14:46:16+00:00,"$IHSG today! Upss.. I mean this week..👎😵 Porto $saham jd begini % nya sebagian turun drastis, ada yg dr + jadi - 🤦‍♂️
$ANTM +46.51%
$BRIS +132.68%
$AGRO -3.19%
$TINS +22.79%
$WSKT -6.93%
$WEGE -9.82%
$PGAS -4.82%
$MDKA -6.56%
$BBNI +11.06%
$BMRI +13.27%
$PTPP +35.4%
$TLKM +6.16% https://t.co/b83BZj6KkE"
2021-01-22 08:10:00+00:00,@enjisp Makanya bmri aja 🤣
2021-01-20 06:29:28+00:00,"@AndriSurip @herrput Hahaha, bolehlah buat nambahin bbri sama bmri"
2021-01-20 04:00:31+00:00,ARA kan BMRI 🤣
2021-01-14 17:05:12+00:00,"@yogi_adisyah @kaesangp Wajar ya, cash flow negatif. 😇
Berarti cash flow yg positif (banyak duit), seperti : BBCA, BRIS, BBRI, BBNI, BMRI..., ga wajar ya ?  ☺"
2021-01-13 07:15:10+00:00,@wisuda2021Aminn Ga serta merta ngacu ke BMRI jg om. Justru kemungkinan dia bentuk harga sendiri sbg entitas baru.
2021-01-13 07:02:54+00:00,"@Rafifrasyid2801 Pasca merger kemungkinan masuk kategori bank BUKU III dgn modal inti 20T. Masih potensi banget bakal naik ke BUKU IV join sm BBCA, BBNI, BBRI, BMRI kalo bs capai penambahan s.d 30T modal intinya. https://t.co/eWpFMkHcyr"
2021-01-13 05:25:29+00:00,"Jd keliru bgt kalo yg mau lepas BRIS dgn reason harganya udah mendekati BBRI. Kalo mau pake analogi begitu, ya kudu di compare nya sm smua bank yg ada di struktur tsb. Terutama BMRI selaku ultimatr sharehold nya."
